time,user_id
2019-06-10 12:01:48 UTC,3074457346482258974
2019-02-09 00:06:49 UTC,3074457346444312092
2019-03-08 18:43:08 UTC,3074457346470570409
2019-05-30 21:31:18 UTC,3074457346469338928
2019-02-07 22:42:02 UTC,3074457346442184726
2019-03-19 12:42:11 UTC,3074457346457120865
2019-02-15 02:38:19 UTC,3074457346454426509
2019-02-25 13:26:53 UTC,3074457346459075246
2019-02-26 17:37:16 UTC,3074457346475138060
2019-03-05 09:49:37 UTC,3074457346474390592
2019-02-19 21:49:05 UTC,3074457346439041233
2019-02-28 10:25:04 UTC,3074457346318612923
2019-05-14 14:11:00 UTC,3074457346448594859
2019-05-08 15:45:46 UTC,3074457346429623073
2019-02-17 22:01:42 UTC,3074457346439960649
2019-03-05 03:28:03 UTC,3074457346474357004
2019-03-05 18:13:53 UTC,3074457346466518327
2019-02-04 06:32:32 UTC,3074457346430924839
2019-02-25 12:49:21 UTC,3074457346474891620
2019-05-20 09:43:56 UTC,3074457346442185269
2019-06-04 08:19:20 UTC,3074457346438670821
2019-05-06 12:36:21 UTC,3074457346409263001
2019-03-01 15:26:54 UTC,3074457346476452656
2019-02-14 17:57:35 UTC,3074457346101775739
2019-02-06 12:42:35 UTC,3074457346438430147
2019-02-08 12:10:39 UTC,3074457346440523662
2019-02-27 05:39:52 UTC,3074457346467059997
2019-03-21 14:21:12 UTC,3074457346482273339
2019-02-05 18:42:24 UTC,3074457346430371150
2019-03-18 05:06:48 UTC,3074457346442434976
2019-05-13 22:25:20 UTC,3074457346469338795
2019-03-21 12:55:13 UTC,3074457346470482342
2019-02-18 10:25:19 UTC,3074457346460823794
2019-02-04 14:22:53 UTC,3074457346434152382
2019-02-12 21:21:28 UTC,3074457346451105025
2019-02-28 02:41:46 UTC,3074457346479024493
2019-06-14 12:36:34 UTC,3074457346479844209
2019-03-07 21:15:21 UTC,3074457346469840764
2019-04-29 16:36:32 UTC,3074457346471377079
2019-03-11 09:21:51 UTC,3074457346482019510
2019-02-21 10:49:39 UTC,3074457345863477252
2019-03-11 02:52:50 UTC,3074457346451649051
2019-03-25 12:21:19 UTC,3074457346448046799
2019-04-18 17:00:51 UTC,3074457346468428054
2019-02-21 11:08:34 UTC,3074457346436322170
2019-04-02 09:43:03 UTC,3074457346460348290
2019-02-21 21:34:14 UTC,3074457346435240665
2019-05-15 23:36:02 UTC,3074457346443312757
2019-04-19 02:50:51 UTC,3074457346451713226
2019-03-20 15:09:54 UTC,3074457346478163072
2019-02-24 02:41:22 UTC,3074457346471771711
2019-03-25 19:09:28 UTC,3074457346463330163
2019-04-19 14:49:26 UTC,3074457346470421238
2019-03-14 18:06:52 UTC,3074457346451023493
2019-05-17 02:01:32 UTC,3074457346471487226
2019-04-04 13:18:37 UTC,3074457346462034687
2019-02-28 19:44:10 UTC,3074457346430770610
2019-04-09 06:26:24 UTC,3074457346456554030
2019-02-27 03:54:28 UTC,3074457346456580240
2019-04-25 14:14:38 UTC,3074457346432255028
2019-05-12 17:12:24 UTC,3074457346453659117
2019-02-15 20:44:21 UTC,3074457346457926128
2019-02-07 21:37:42 UTC,3074457346436767990
2019-02-20 15:40:32 UTC,3074457346448595593
2019-02-08 15:03:22 UTC,3074457346443577487
2019-02-15 23:12:31 UTC,3074457346457908612
2019-02-25 21:41:35 UTC,3074457346428936536
2019-04-18 17:27:12 UTC,3074457346443763137
2019-02-11 20:20:57 UTC,3074457346437895113
2019-02-19 12:09:39 UTC,3074457346463235200
2019-02-08 22:23:19 UTC,3074457346442180165
2019-05-14 10:53:49 UTC,3074457346443168073
2019-04-24 10:05:09 UTC,3074457346430630666
2019-02-27 04:26:49 UTC,3074457346453486322
2019-05-15 05:01:22 UTC,3074457346454450656
2019-04-23 03:15:04 UTC,3074457346462560600
2019-03-09 17:17:47 UTC,3074457346454550974
2019-02-20 23:29:27 UTC,3074457346453361269
2019-02-20 21:16:44 UTC,3074457346446999225
2019-06-03 18:34:45 UTC,3074457346481110899
2019-04-02 16:44:29 UTC,3074457346433215456
2019-04-16 10:54:13 UTC,3074457346464598652
2019-02-08 15:03:57 UTC,3074457346443170069
2019-02-12 19:33:47 UTC,3074457346448621497
2019-04-22 14:07:53 UTC,3074457346439429722
2019-03-29 08:38:37 UTC,3074457346475325312
2019-05-13 11:14:35 UTC,3074457346481904017
2019-02-20 20:26:13 UTC,3074457346442120601
2019-03-10 13:15:56 UTC,3074457346469178847
2019-02-28 12:30:33 UTC,3074457346470084712
2019-02-05 17:37:19 UTC,3074457346417713128
2019-02-27 14:20:49 UTC,3074457346478611162
2019-02-25 21:37:52 UTC,3074457346464626676
2019-03-07 09:51:09 UTC,3074457346482122230
2019-02-18 13:17:24 UTC,3074457346451346362
2019-03-26 09:09:46 UTC,3074457346436439684
2019-03-20 00:11:07 UTC,3074457346465063625
2019-02-14 04:03:53 UTC,3074457346058817184
2019-02-06 07:23:31 UTC,3074457346431990656
2019-02-28 00:18:48 UTC,3074457346480374641
2019-06-03 00:27:18 UTC,3074457346431053251
2019-02-13 19:33:54 UTC,3074457346451269262
2019-04-24 12:33:19 UTC,3074457346460976724
2019-02-14 21:11:21 UTC,3074457346446704470
2019-03-02 13:08:14 UTC,3074457346460076358
2019-03-23 21:17:36 UTC,3074457346471202325
2019-02-27 18:25:58 UTC,3074457346480554627
2019-02-26 17:47:23 UTC,3074457346474180717
2019-02-20 12:27:25 UTC,3074457346409211225
2019-03-01 20:45:11 UTC,3074457346471632545
2019-04-09 19:04:49 UTC,3074457346478009109
2019-05-20 00:04:09 UTC,3074457346469583717
2019-02-08 18:42:29 UTC,3074457346442193714
2019-02-26 10:00:07 UTC,3074457346476759310
2019-05-14 02:48:49 UTC,3074457346464667739
2019-05-15 00:47:30 UTC,3074457346440109945
